# ts_version: 01
# Year: 2015
# Day: 311
# Hour: 17
# Minute: 00
# Second: 00
# SW dynamic pressure: 2.6
# SW velocity: 700.0
# IMF By: -1.3
# IMF Bz: 3.9
# Dst: -34.0
# DIR: 1
# Geographic Geocentric Latitude: 69.65
# Longitude: 18.955
# Xgsm: 1.
# Ygsm: 1.
# Zgsm: 1.
 XGSM    YGSM   ZGSM    R    BXGSM   BYGSM   BZGSM   B
 [Re]    [Re]   [Re]   [Re]  [nT]    [nT]   [nT]   [nT]
  -0.862   1.584   2.029   2.715      810.50    -2119.03    -1144.74     2541.18
  -0.865   1.593   2.034   2.724      801.83    -2098.65    -1127.31     2513.58
  -0.868   1.601   2.038   2.733      793.29    -2078.54    -1110.17     2486.38
  -0.872   1.610   2.043   2.743      784.87    -2058.67    -1093.31     2459.57
  -0.875   1.618   2.047   2.752      776.56    -2039.06    -1076.73     2433.13
  -0.878   1.626   2.051   2.761      768.37    -2019.69    -1060.42     2407.07
  -0.881   1.635   2.056   2.770      760.28    -2000.56    -1044.37     2381.38
  -0.884   1.643   2.060   2.780      752.31    -1981.67    -1028.59     2356.05
  -0.888   1.651   2.065   2.789      744.45    -1963.01    -1013.07     2331.08
  -0.891   1.660   2.069   2.798      736.70    -1944.58     -997.79     2306.45
  -0.894   1.668   2.073   2.807      729.05    -1926.38     -982.77     2282.17
  -0.897   1.677   2.078   2.817      721.51    -1908.41     -967.99     2258.22
  -0.900   1.685   2.082   2.826      714.06    -1890.65     -953.44     2234.61
  -0.904   1.694   2.086   2.835      706.72    -1873.11     -939.13     2211.32
  -0.907   1.702   2.090   2.844      699.47    -1855.78     -925.05     2188.35
  -0.910   1.711   2.095   2.853      692.32    -1838.66     -911.19     2165.70
  -0.913   1.719   2.099   2.863      685.27    -1821.75     -897.56     2143.36
  -0.916   1.728   2.103   2.872      678.31    -1805.04     -884.14     2121.32
  -0.920   1.736   2.107   2.881      671.44    -1788.53     -870.94     2099.58
  -0.923   1.745   2.111   2.890      664.66    -1772.22     -857.94     2078.13
  -0.926   1.753   2.115   2.899      657.98    -1756.11     -845.15     2056.97
  -0.929   1.762   2.119   2.908      651.38    -1740.19     -832.56     2036.10
  -0.932   1.770   2.124   2.918      644.86    -1724.45     -820.17     2015.50
  -0.936   1.779   2.128   2.927      638.43    -1708.90     -807.97     1995.19
  -0.939   1.787   2.132   2.936      632.09    -1693.54     -795.97     1975.14
  -0.942   1.796   2.136   2.945      625.82    -1678.35     -784.15     1955.35
  -0.945   1.805   2.140   2.954      619.64    -1663.35     -772.52     1935.83
  -0.948   1.813   2.144   2.963      613.54    -1648.51     -761.06     1916.57
  -0.952   1.822   2.148   2.973      607.51    -1633.86     -749.79     1897.56
  -0.955   1.830   2.152   2.982      601.56    -1619.37     -738.69     1878.80
  -0.958   1.839   2.155   2.991      595.69    -1605.05     -727.76     1860.28
  -0.961   1.848   2.159   3.000      589.89    -1590.89     -717.00     1842.01
  -0.964   1.856   2.163   3.009      584.17    -1576.90     -706.40     1823.97
  -0.968   1.865   2.167   3.018      578.52    -1563.07     -695.97     1806.16
  -0.971   1.874   2.171   3.028      572.94    -1549.39     -685.69     1788.59
  -0.974   1.882   2.175   3.037      567.43    -1535.88     -675.58     1771.24
