 XGSM    YGSM   ZGSM    R    BXGSM   BYGSM   BZGSM   B
 [Re]    [Re]   [Re]   [Re]  [nT]    [nT]   [nT]   [nT]
  -1.459  -0.666   1.338   2.089     4955.20     2354.12    -2105.12     5876.00
  -1.467  -0.670   1.342   2.098     4889.01     2325.01    -2062.09     5793.12
  -1.476  -0.674   1.345   2.107     4823.96     2296.38    -2020.00     5711.77
  -1.484  -0.678   1.349   2.117     4760.05     2268.22    -1978.82     5631.93
  -1.493  -0.682   1.352   2.126     4697.23     2240.51    -1938.55     5553.55
  -1.501  -0.686   1.356   2.136     4635.50     2213.26    -1899.15     5476.60
  -1.509  -0.690   1.359   2.145     4574.82     2186.45    -1860.60     5401.05
  -1.518  -0.694   1.363   2.155     4515.17     2160.08    -1822.89     5326.88
  -1.526  -0.698   1.366   2.164     4456.54     2134.13    -1785.98     5254.04
  -1.535  -0.702   1.369   2.174     4398.89     2108.59    -1749.87     5182.51
  -1.543  -0.706   1.373   2.183     4342.22     2083.46    -1714.53     5112.27
  -1.552  -0.711   1.376   2.192     4286.49     2058.73    -1679.94     5043.27
  -1.560  -0.715   1.379   2.202     4231.69     2034.39    -1646.09     4975.50
  -1.569  -0.719   1.383   2.211     4177.81     2010.43    -1612.96     4908.93
  -1.577  -0.723   1.386   2.221     4124.82     1986.85    -1580.52     4843.53
  -1.586  -0.727   1.389   2.230     4072.70     1963.64    -1548.77     4779.27
  -1.594  -0.731   1.392   2.240     4021.44     1940.79    -1517.69     4716.14
  -1.603  -0.735   1.396   2.249     3971.01     1918.30    -1487.25     4654.11
  -1.612  -0.739   1.399   2.258     3921.41     1896.15    -1457.46     4593.15
  -1.620  -0.743   1.402   2.268     3872.61     1874.34    -1428.28     4533.24
  -1.629  -0.748   1.405   2.277     3824.60     1852.86    -1399.71     4474.36
  -1.637  -0.752   1.408   2.287     3777.37     1831.72    -1371.73     4416.49
  -1.646  -0.756   1.411   2.296     3730.89     1810.89    -1344.33     4359.60
  -1.654  -0.760   1.414   2.305     3685.16     1790.38    -1317.49     4303.68
  -1.663  -0.764   1.417   2.315     3640.16     1770.18    -1291.20     4248.70
  -1.671  -0.768   1.420   2.324     3595.87     1750.28    -1265.45     4194.65
  -1.680  -0.772   1.423   2.334     3552.27     1730.68    -1240.23     4141.51
  -1.689  -0.777   1.426   2.343     3509.37     1711.37    -1215.52     4089.25
  -1.697  -0.781   1.429   2.352     3467.14     1692.35    -1191.31     4037.86
  -1.706  -0.785   1.432   2.362     3425.57     1673.60    -1167.60     3987.32
  -1.714  -0.789   1.435   2.371     3384.64     1655.14    -1144.36     3937.62
  -1.723  -0.793   1.438   2.380     3344.36     1636.95    -1121.59     3888.74
  -1.732  -0.798   1.441   2.390     3304.69     1619.02    -1099.28     3840.65
  -1.740  -0.802   1.444   2.399     3265.63     1601.35    -1077.41     3793.35
  -1.749  -0.806   1.447   2.409     3227.18     1583.94    -1055.98     3746.82
  -1.757  -0.810   1.450   2.418     3189.31     1566.78    -1034.99     3701.04
  -1.766  -0.815   1.452   2.427     3152.02     1549.87    -1014.40     3656.00
  -1.775  -0.819   1.455   2.437     3115.29     1533.20     -994.23     3611.68
  -1.783  -0.823   1.458   2.446     3079.12     1516.76     -974.46     3568.07
  -1.792  -0.827   1.461   2.455     3043.50     1500.57     -955.07     3525.16
  -1.801  -0.832   1.463   2.465     3008.41     1484.60     -936.07     3482.93
  -1.809  -0.836   1.466   2.474     2973.84     1468.86     -917.44     3441.36
  -1.818  -0.840   1.469   2.483     2939.79     1453.33     -899.18     3400.45
  -1.826  -0.844   1.471   2.493     2906.25     1438.03     -881.28     3360.19
  -1.835  -0.849   1.474   2.502     2873.20     1422.94     -863.72     3320.55
  -1.844  -0.853   1.476   2.511     2840.64     1408.06     -846.51     3281.53
  -1.852  -0.857   1.479   2.521     2808.56     1393.39     -829.63     3243.12
  -1.861  -0.862   1.482   2.530     2776.95     1378.92     -813.08     3205.30
  -1.870  -0.866   1.484   2.539     2745.80     1364.65     -796.84     3168.06
  -1.878  -0.870   1.487   2.549     2715.10     1350.58     -780.93     3131.40
  -1.887  -0.874   1.489   2.558     2684.85     1336.69     -765.31     3095.30
  -1.896  -0.879   1.491   2.567     2655.03     1323.00     -750.00     3059.74
  -1.904  -0.883   1.494   2.577     2625.65     1309.49     -734.98     3024.73
  -1.913  -0.887   1.496   2.586     2596.68     1296.17     -720.25     2990.25
  -1.922  -0.892   1.499   2.595     2568.13     1283.03     -705.80     2956.28
  -1.930  -0.896   1.501   2.604     2539.99     1270.06     -691.63     2922.83
  -1.939  -0.901   1.503   2.614     2512.25     1257.26     -677.73     2889.88
  -1.948  -0.905   1.506   2.623     2484.90     1244.64     -664.09     2857.42
  -1.957  -0.909   1.508   2.632     2457.93     1232.18     -650.70     2825.44
  -1.965  -0.914   1.510   2.642     2431.34     1219.89     -637.57     2793.94
  -1.974  -0.918   1.513   2.651     2405.13     1207.77     -624.69     2762.90
  -1.983  -0.922   1.515   2.660     2379.28     1195.80     -612.05     2732.31
  -1.991  -0.927   1.517   2.670     2353.80     1183.99     -599.65     2702.18
  -2.000  -0.931   1.519   2.679     2328.66     1172.33     -587.48     2672.48
  -2.009  -0.935   1.522   2.688     2303.88     1160.82     -575.54     2643.22
  -2.018  -0.940   1.524   2.697     2279.43     1149.47     -563.82     2614.38
  -2.026  -0.944   1.526   2.707     2255.33     1138.26     -552.32     2585.96
  -2.035  -0.949   1.528   2.716     2231.55     1127.20     -541.04     2557.95
  -2.044  -0.953   1.530   2.725     2208.09     1116.27     -529.96     2530.34
  -2.052  -0.957   1.532   2.734     2184.96     1105.49     -519.09     2503.12
  -2.061  -0.962   1.534   2.744     2162.14     1094.85     -508.42     2476.29
  -2.070  -0.966   1.536   2.753     2139.63     1084.34     -497.95     2449.85
  -2.079  -0.971   1.538   2.762     2117.42     1073.96     -487.67     2423.78
  -2.087  -0.975   1.540   2.771     2095.51     1063.72     -477.58     2398.07
  -2.096  -0.980   1.542   2.781     2073.89     1053.61     -467.68     2372.73
  -2.105  -0.984   1.544   2.790     2052.57     1043.62     -457.96     2347.74
  -2.114  -0.989   1.546   2.799     2031.52     1033.75     -448.42     2323.10
  -2.122  -0.993   1.548   2.808     2010.76     1024.02     -439.05     2298.81
  -2.131  -0.997   1.550   2.818     1990.27     1014.40     -429.85     2274.85
  -2.140  -1.002   1.552   2.827     1970.05     1004.90     -420.82     2251.22
  -2.149  -1.006   1.554   2.836     1950.09      995.52     -411.96     2227.92
  -2.157  -1.011   1.556   2.845     1930.40      986.25     -403.25     2204.94
  -2.166  -1.015   1.557   2.855     1910.96      977.10     -394.71     2182.27
  -2.175  -1.020   1.559   2.864     1891.78      968.06     -386.31     2159.91
  -2.184  -1.024   1.561   2.873     1872.85      959.13     -378.08     2137.86
  -2.192  -1.029   1.563   2.882     1854.16      950.31     -369.99     2116.10
  -2.201  -1.033   1.565   2.891     1835.72      941.59     -362.04     2094.64
  -2.210  -1.038   1.566   2.901     1817.51      932.98     -354.24     2073.47
  -2.219  -1.042   1.568   2.910     1799.53      924.48     -346.58     2052.58
  -2.227  -1.047   1.570   2.919     1781.79      916.08     -339.06     2031.97
  -2.236  -1.051   1.571   2.928     1764.27      907.77     -331.67     2011.64
  -2.245  -1.056   1.573   2.937     1746.97      899.57     -324.42     1991.58
  -2.254  -1.060   1.575   2.947     1729.89      891.47     -317.29     1971.78
  -2.263  -1.065   1.576   2.956     1713.03      883.46     -310.30     1952.24
  -2.271  -1.069   1.578   2.965     1696.38      875.54     -303.42     1932.96
  -2.280  -1.074   1.579   2.974     1679.94      867.72     -296.67     1913.94
  -2.289  -1.078   1.581   2.983     1663.71      859.99     -290.05     1895.16
  -2.298  -1.083   1.582   2.993     1647.68      852.35     -283.53     1876.63
  -2.306  -1.088   1.584   3.002     1631.85      844.81     -277.14     1858.34
  -2.315  -1.092   1.585   3.011     1616.21      837.34     -270.86     1840.29
  -2.324  -1.097   1.587   3.020     1600.77      829.97     -264.69     1822.47
  -2.333  -1.101   1.588   3.029     1585.52      822.68     -258.63     1804.88
  -2.342  -1.106   1.590   3.038     1570.46      815.48     -252.67     1787.51
  -2.350  -1.110   1.591   3.048     1555.58      808.36     -246.83     1770.37
  -2.359  -1.115   1.592   3.057     1540.89      801.32     -241.08     1753.45
  -2.368  -1.119   1.594   3.066     1526.37      794.36     -235.44     1736.74
  -2.377  -1.124   1.595   3.075     1512.04      787.48     -229.90     1720.24
  -2.385  -1.129   1.596   3.084     1497.87      780.68     -224.45     1703.95
  -2.394  -1.133   1.598   3.093     1483.88      773.95     -219.10     1687.87
  -2.403  -1.138   1.599   3.103     1470.06      767.31     -213.85     1671.99
  -2.412  -1.142   1.600   3.112     1456.40      760.73     -208.68     1656.31
  -2.421  -1.147   1.602   3.121     1442.91      754.23     -203.61     1640.82
  -2.429  -1.152   1.603   3.130     1429.57      747.81     -198.63     1625.53
  -2.438  -1.156   1.604   3.139     1416.40      741.45     -193.73     1610.43
  -2.447  -1.161   1.605   3.148     1403.39      735.17     -188.92     1595.51
  -2.456  -1.165   1.606   3.157     1390.52      728.96     -184.20     1580.78
  -2.465  -1.170   1.608   3.167     1377.82      722.81     -179.55     1566.23
  -2.473  -1.175   1.609   3.176     1365.26      716.74     -174.99     1551.86
  -2.482  -1.179   1.610   3.185     1352.85      710.73     -170.51     1537.66
  -2.491  -1.184   1.611   3.194     1340.58      704.79     -166.11     1523.64
  -2.500  -1.188   1.612   3.203     1328.46      698.91     -161.78     1509.79
  -2.509  -1.193   1.613   3.212     1316.48      693.09     -157.53     1496.10
  -2.517  -1.198   1.614   3.221     1304.65      687.34     -153.35     1482.59
  -2.526  -1.202   1.615   3.230     1292.94      681.66     -149.25     1469.23
  -2.535  -1.207   1.616   3.240     1281.38      676.03     -145.22     1456.03
  -2.544  -1.212   1.617   3.249     1269.95      670.47     -141.25     1443.00
  -2.553  -1.216   1.618   3.258     1258.65      664.96     -137.36     1430.12
  -2.561  -1.221   1.619   3.267     1247.48      659.52     -133.54     1417.39
  -2.570  -1.226   1.620   3.276     1236.43      654.13     -129.78     1404.81
  -2.579  -1.230   1.621   3.285     1225.52      648.80     -126.08     1392.38
  -2.588  -1.235   1.622   3.294     1214.73      643.53     -122.45     1380.10
  -2.597  -1.240   1.623   3.303     1204.06      638.31     -118.89     1367.97
  -2.605  -1.244   1.624   3.312     1193.51      633.15     -115.38     1355.97
  -2.614  -1.249   1.624   3.322     1183.09      628.04     -111.94     1344.12
  -2.623  -1.254   1.625   3.331     1172.78      622.99     -108.56     1332.41
  -2.632  -1.258   1.626   3.340     1162.58      617.99     -105.23     1320.83
  -2.641  -1.263   1.627   3.349     1152.51      613.04     -101.97     1309.38
  -2.649  -1.268   1.628   3.358     1142.54      608.15      -98.76     1298.07
  -2.658  -1.272   1.628   3.367     1132.69      603.31      -95.60     1286.89
  -2.667  -1.277   1.629   3.376     1122.94      598.51      -92.50     1275.84
  -2.676  -1.282   1.630   3.385     1113.31      593.77      -89.46     1264.92
  -2.685  -1.286   1.630   3.394     1103.78      589.08      -86.46     1254.12
  -2.693  -1.291   1.631   3.403     1094.36      584.43      -83.52     1243.44
  -2.702  -1.296   1.632   3.412     1085.04      579.83      -80.63     1232.89
  -2.711  -1.301   1.632   3.421     1075.82      575.28      -77.80     1222.45
  -2.720  -1.305   1.633   3.430     1066.71      570.78      -75.01     1212.14
  -2.729  -1.310   1.634   3.440     1057.69      566.32      -72.26     1201.94
  -2.737  -1.315   1.634   3.449     1048.78      561.91      -69.57     1191.85
  -2.746  -1.319   1.635   3.458     1039.96      557.54      -66.92     1181.88
  -2.755  -1.324   1.635   3.467     1031.23      553.22      -64.32     1172.02
  -2.764  -1.329   1.636   3.476     1022.61      548.94      -61.77     1162.27
  -2.773  -1.334   1.636   3.485     1014.07      544.70      -59.26     1152.63
  -2.781  -1.338   1.637   3.494     1005.63      540.51      -56.79     1143.10
  -2.790  -1.343   1.637   3.503      997.28      536.36      -54.36     1133.67
  -2.799  -1.348   1.638   3.512      989.02      532.25      -51.98     1124.34
  -2.808  -1.352   1.638   3.521      980.85      528.18      -49.64     1115.12
  -2.817  -1.357   1.639   3.530      972.76      524.15      -47.34     1106.00
  -2.825  -1.362   1.639   3.539      964.76      520.17      -45.08     1096.98
  -2.834  -1.367   1.640   3.548      956.85      516.22      -42.86     1088.06
  -2.843  -1.371   1.640   3.557      949.02      512.31      -40.68     1079.24
  -2.852  -1.376   1.640   3.566      941.27      508.44      -38.54     1070.51
  -2.861  -1.381   1.641   3.575      933.61      504.61      -36.43     1061.88
  -2.869  -1.386   1.641   3.584      926.03      500.81      -34.36     1053.34
  -2.878  -1.390   1.641   3.593      918.52      497.05      -32.33     1044.89
  -2.887  -1.395   1.642   3.602      911.10      493.33      -30.34     1036.53
  -2.896  -1.400   1.642   3.611      903.75      489.65      -28.37     1028.27
  -2.905  -1.405   1.642   3.620      896.48      486.00      -26.45     1020.09
  -2.913  -1.409   1.642   3.629      889.29      482.39      -24.55     1012.00
  -2.922  -1.414   1.643   3.638      882.17      478.81      -22.69     1003.99
  -2.931  -1.419   1.643   3.647      875.13      475.27      -20.87      996.07
  -2.940  -1.424   1.643   3.656      868.16      471.76      -19.07      988.24
  -2.948  -1.429   1.643   3.665      861.26      468.28      -17.31      980.48
  -2.957  -1.433   1.643   3.674      854.43      464.84      -15.58      972.81
  -2.966  -1.438   1.644   3.683      847.67      461.43      -13.88      965.22
  -2.975  -1.443   1.644   3.692      840.98      458.05      -12.21      957.71
  -2.984  -1.448   1.644   3.701      834.36      454.71      -10.56      950.28
  -2.992  -1.452   1.644   3.710      827.81      451.40       -8.95      942.93
  -3.001  -1.457   1.644   3.719      821.33      448.11       -7.37      935.65
  -3.010  -1.462   1.644   3.728      814.91      444.86       -5.81      928.45
  -3.019  -1.467   1.644   3.737      808.55      441.64       -4.29      921.32
  -3.028  -1.472   1.644   3.746      802.26      438.46       -2.79      914.26
  -3.036  -1.476   1.644   3.755      796.04      435.30       -1.31      907.28
  -3.045  -1.481   1.644   3.764      789.87      432.17        0.13      900.37
  -3.054  -1.486   1.644   3.773      783.77      429.07        1.55      893.53
  -3.063  -1.491   1.644   3.782      777.73      425.99        2.95      886.76
  -3.071  -1.496   1.644   3.791      771.76      422.95        4.32      880.06
  -3.080  -1.500   1.644   3.800      765.84      419.94        5.66      873.43
  -3.089  -1.505   1.644   3.809      759.98      416.95        6.98      866.87
  -3.098  -1.510   1.644   3.818      754.18      413.99        8.28      860.37
  -3.106  -1.515   1.644   3.827      748.43      411.06        9.55      853.94
  -3.115  -1.520   1.644   3.836      742.75      408.15       10.80      847.57
  -3.124  -1.524   1.644   3.845      737.12      405.28       12.03      841.27
  -3.133  -1.529   1.643   3.854      731.54      402.42       13.23      835.03
  -3.141  -1.534   1.643   3.863      726.02      399.60       14.42      828.85
  -3.150  -1.539   1.643   3.872      720.56      396.80       15.58      822.74
  -3.159  -1.544   1.643   3.881      715.14      394.02       16.72      816.68
  -3.168  -1.549   1.643   3.890      709.79      391.27       17.83      810.69
  -3.177  -1.553   1.642   3.899      704.48      388.55       18.93      804.75
  -3.185  -1.558   1.642   3.908      699.23      385.85       20.01      798.87
  -3.194  -1.563   1.642   3.917      694.02      383.17       21.07      793.05
  -3.203  -1.568   1.642   3.926      688.87      380.52       22.10      787.29
  -3.212  -1.573   1.641   3.935      683.77      377.90       23.12      781.59
  -3.220  -1.578   1.641   3.944      678.71      375.29       24.12      775.94
  -3.229  -1.582   1.641   3.953      673.71      372.71       25.10      770.34
  -3.238  -1.587   1.640   3.962      668.75      370.15       26.06      764.80
  -3.246  -1.592   1.640   3.970      663.85      367.62       27.00      759.32
  -3.255  -1.597   1.640   3.979      658.99      365.11       27.93      753.89
  -3.264  -1.602   1.639   3.988      654.17      362.62       28.84      748.51
  -3.273  -1.607   1.639   3.997      649.40      360.15       29.73      743.18
  -3.281  -1.611   1.639   4.006      644.68      357.70       30.60      737.90
  -3.290  -1.616   1.638   4.015      640.00      355.28       31.46      732.68
  -3.299  -1.621   1.638   4.024      635.37      352.87       32.30      727.50
  -3.308  -1.626   1.637   4.033      630.78      350.49       33.12      722.37
  -3.316  -1.631   1.637   4.042      626.23      348.13       33.93      717.29
  -3.325  -1.636   1.636   4.051      621.73      345.79       34.72      712.27
  -3.334  -1.641   1.636   4.060      617.27      343.47       35.49      707.28
  -3.343  -1.645   1.635   4.069      612.85      341.17       36.25      702.35
  -3.351  -1.650   1.635   4.078      608.47      338.89       37.00      697.46
  -3.360  -1.655   1.634   4.087      604.14      336.63       37.73      692.62
  -3.369  -1.660   1.634   4.096      599.84      334.39       38.45      687.82
  -3.377  -1.665   1.633   4.104      595.59      332.17       39.15      683.07
  -3.386  -1.670   1.633   4.113      591.37      329.96       39.84      678.37
  -3.395  -1.675   1.632   4.122      587.19      327.78       40.51      673.70
  -3.404  -1.679   1.631   4.131      583.06      325.61       41.17      669.08
  -3.412  -1.684   1.631   4.140      578.96      323.47       41.82      664.51
  -3.421  -1.689   1.630   4.149      574.89      321.34       42.45      659.97
  -3.430  -1.694   1.629   4.158      570.87      319.23       43.07      655.48
  -3.438  -1.699   1.629   4.167      566.88      317.14       43.68      651.03
  -3.447  -1.704   1.628   4.176      562.93      315.06       44.27      646.62
  -3.456  -1.709   1.627   4.185      559.02      313.01       44.85      642.25
  -3.465  -1.714   1.627   4.194      555.14      310.97       45.42      637.92
  -3.473  -1.718   1.626   4.202      551.30      308.95       45.98      633.63
  -3.482  -1.723   1.625   4.211      547.49      306.94       46.53      629.38
  -3.491  -1.728   1.625   4.220      543.72      304.96       47.06      625.17
  -3.499  -1.733   1.624   4.229      539.98      302.98       47.58      621.00
  -3.508  -1.738   1.623   4.238      536.27      301.03       48.10      616.87
  -3.517  -1.743   1.622   4.247      532.60      299.09       48.60      612.77
  -3.525  -1.748   1.621   4.256      528.97      297.17       49.09      608.71
  -3.534  -1.753   1.621   4.265      525.36      295.26       49.56      604.68
  -3.543  -1.758   1.620   4.274      521.79      293.37       50.03      600.69
  -3.552  -1.762   1.619   4.283      518.25      291.50       50.49      596.74
  -3.560  -1.767   1.618   4.291      514.74      289.64       50.94      592.83
  -3.569  -1.772   1.617   4.300      511.26      287.80       51.37      588.94
  -3.578  -1.777   1.616   4.309      507.82      285.97       51.80      585.10
  -3.586  -1.782   1.615   4.318      504.40      284.15       52.22      581.28
  -3.595  -1.787   1.615   4.327      501.02      282.36       52.62      577.50
