 XGSM    YGSM   ZGSM    R    BXGSM   BYGSM   BZGSM   B
 [Re]    [Re]   [Re]   [Re]  [nT]    [nT]   [nT]   [nT]
  -1.273  -0.589   1.800   2.282     3329.40     1647.97    -3196.41     4900.79
  -1.280  -0.593   1.806   2.292     3289.52     1629.75    -3150.43     4837.59
  -1.286  -0.596   1.813   2.302     3250.30     1611.80    -3105.28     4775.47
  -1.293  -0.600   1.819   2.311     3211.70     1594.12    -3060.95     4714.40
  -1.300  -0.603   1.826   2.321     3173.72     1576.70    -3017.41     4654.38
  -1.307  -0.606   1.832   2.331     3136.34     1559.55    -2974.66     4595.37
  -1.314  -0.610   1.839   2.341     3099.55     1542.65    -2932.68     4537.36
  -1.321  -0.613   1.845   2.351     3063.35     1526.00    -2891.44     4480.31
  -1.327  -0.617   1.852   2.360     3027.72     1509.59    -2850.93     4424.22
  -1.334  -0.620   1.858   2.370     2992.64     1493.43    -2811.14     4369.07
  -1.341  -0.623   1.865   2.380     2958.12     1477.50    -2772.05     4314.83
  -1.348  -0.627   1.871   2.390     2924.13     1461.81    -2733.65     4261.48
  -1.355  -0.630   1.877   2.399     2890.66     1446.34    -2695.92     4209.02
  -1.362  -0.634   1.884   2.409     2857.72     1431.10    -2658.84     4157.41
  -1.369  -0.637   1.890   2.419     2825.28     1416.08    -2622.41     4106.64
  -1.375  -0.641   1.897   2.429     2793.33     1401.27    -2586.61     4056.70
  -1.382  -0.644   1.903   2.439     2761.88     1386.67    -2551.43     4007.57
  -1.389  -0.647   1.909   2.448     2730.90     1372.28    -2516.85     3959.23
  -1.396  -0.651   1.916   2.458     2700.39     1358.10    -2482.86     3911.66
  -1.403  -0.654   1.922   2.468     2670.34     1344.11    -2449.45     3864.86
  -1.410  -0.658   1.928   2.478     2640.74     1330.32    -2416.61     3818.80
  -1.417  -0.661   1.935   2.488     2611.59     1316.73    -2384.32     3773.48
  -1.424  -0.665   1.941   2.497     2582.86     1303.33    -2352.58     3728.87
  -1.431  -0.668   1.947   2.507     2554.57     1290.11    -2321.37     3684.96
  -1.438  -0.672   1.954   2.517     2526.70     1277.07    -2290.68     3641.75
  -1.445  -0.675   1.960   2.527     2499.23     1264.22    -2260.51     3599.21
  -1.452  -0.679   1.966   2.536     2472.17     1251.54    -2230.83     3557.33
  -1.459  -0.682   1.972   2.546     2445.51     1239.04    -2201.65     3516.10
  -1.465  -0.686   1.979   2.556     2419.23     1226.70    -2172.95     3475.51
  -1.472  -0.689   1.985   2.566     2393.34     1214.54    -2144.72     3435.55
  -1.479  -0.693   1.991   2.576     2367.82     1202.54    -2116.96     3396.20
  -1.486  -0.697   1.997   2.585     2342.66     1190.70    -2089.64     3357.45
  -1.493  -0.700   2.004   2.595     2317.87     1179.02    -2062.77     3319.29
  -1.500  -0.704   2.010   2.605     2293.44     1167.50    -2036.34     3281.71
  -1.507  -0.707   2.016   2.615     2269.35     1156.13    -2010.34     3244.70
  -1.514  -0.711   2.022   2.624     2245.61     1144.91    -1984.75     3208.24
  -1.521  -0.714   2.028   2.634     2222.20     1133.84    -1959.58     3172.33
  -1.528  -0.718   2.035   2.644     2199.12     1122.92    -1934.80     3136.96
  -1.535  -0.722   2.041   2.654     2176.37     1112.14    -1910.42     3102.12
  -1.542  -0.725   2.047   2.664     2153.94     1101.50    -1886.43     3067.80
  -1.549  -0.729   2.053   2.673     2131.82     1091.00    -1862.82     3033.98
  -1.556  -0.732   2.059   2.683     2110.00     1080.64    -1839.58     3000.66
  -1.563  -0.736   2.065   2.693     2088.49     1070.42    -1816.71     2967.83
  -1.571  -0.740   2.071   2.703     2067.28     1060.32    -1794.20     2935.48
  -1.578  -0.743   2.078   2.712     2046.36     1050.36    -1772.04     2903.61
  -1.585  -0.747   2.084   2.722     2025.72     1040.52    -1750.22     2872.19
  -1.592  -0.750   2.090   2.732     2005.37     1030.81    -1728.74     2841.24
