 XGSM    YGSM   ZGSM    R    BXGSM   BYGSM   BZGSM   B
 [Re]    [Re]   [Re]   [Re]  [nT]    [nT]   [nT]   [nT]
  -1.824  -0.870   2.275   3.043     1450.17      768.00    -1140.56     1998.43
  -1.831  -0.874   2.281   3.052     1436.89      761.57    -1127.39     1978.80
  -1.838  -0.878   2.286   3.062     1423.77      755.21    -1114.41     1959.43
  -1.845  -0.882   2.292   3.072     1410.81      748.92    -1101.61     1940.31
  -1.853  -0.886   2.298   3.082     1398.01      742.70    -1088.98     1921.44
  -1.860  -0.889   2.303   3.091     1385.36      736.56    -1076.53     1902.80
  -1.867  -0.893   2.309   3.101     1372.86      730.48    -1064.26     1884.41
  -1.875  -0.897   2.315   3.111     1360.52      724.47    -1052.15     1866.25
  -1.882  -0.901   2.320   3.120     1348.32      718.53    -1040.21     1848.32
  -1.889  -0.905   2.326   3.130     1336.26      712.66    -1028.43     1830.62
  -1.896  -0.909   2.332   3.140     1324.35      706.85    -1016.82     1813.14
  -1.904  -0.913   2.337   3.150     1312.59      701.10    -1005.36     1795.88
  -1.911  -0.917   2.343   3.159     1300.96      695.42     -994.06     1778.84
  -1.918  -0.921   2.348   3.169     1289.47      689.81     -982.91     1762.01
  -1.926  -0.924   2.354   3.179     1278.11      684.25     -971.91     1745.39
  -1.933  -0.928   2.359   3.188     1266.89      678.76     -961.06     1728.98
  -1.940  -0.932   2.365   3.198     1255.79      673.33     -950.36     1712.77
  -1.948  -0.936   2.371   3.208     1244.83      667.95     -939.80     1696.76
  -1.955  -0.940   2.376   3.217     1233.99      662.64     -929.38     1680.95
  -1.962  -0.944   2.382   3.227     1223.28      657.38     -919.11     1665.33
  -1.970  -0.948   2.387   3.237     1212.70      652.18     -908.96     1649.90
  -1.977  -0.952   2.393   3.247     1202.23      647.03     -898.96     1634.67
  -1.984  -0.956   2.398   3.256     1191.89      641.94     -889.08     1619.62
  -1.992  -0.960   2.404   3.266     1181.66      636.91     -879.34     1604.75
  -1.999  -0.964   2.409   3.276     1171.55      631.93     -869.72     1590.06
  -2.006  -0.968   2.415   3.285     1161.56      627.00     -860.23     1575.55
  -2.014  -0.972   2.420   3.295     1151.68      622.12     -850.87     1561.21
  -2.021  -0.976   2.425   3.305     1141.91      617.30     -841.62     1547.04
  -2.029  -0.980   2.431   3.314     1132.25      612.53     -832.50     1533.05
  -2.036  -0.984   2.436   3.324     1122.70      607.81     -823.49     1519.22
  -2.043  -0.988   2.442   3.334     1113.26      603.14     -814.61     1505.56
  -2.051  -0.992   2.447   3.343     1103.92      598.51     -805.83     1492.05
  -2.058  -0.996   2.453   3.353     1094.69      593.94     -797.17     1478.71
  -2.066  -1.000   2.458   3.363     1085.56      589.41     -788.63     1465.53
  -2.073  -1.004   2.463   3.372     1076.53      584.93     -780.19     1452.50
  -2.080  -1.008   2.469   3.382     1067.60      580.50     -771.86     1439.62
  -2.088  -1.012   2.474   3.392     1058.77      576.11     -763.63     1426.89
  -2.095  -1.016   2.479   3.401     1050.03      571.77     -755.51     1414.32
  -2.103  -1.020   2.485   3.411     1041.40      567.47     -747.50     1401.88
  -2.110  -1.024   2.490   3.421     1032.85      563.22     -739.58     1389.60
  -2.118  -1.028   2.495   3.430     1024.40      559.01     -731.77     1377.45
  -2.125  -1.032   2.501   3.440     1016.04      554.84     -724.05     1365.44
  -2.132  -1.036   2.506   3.450     1007.78      550.71     -716.43     1353.58
  -2.140  -1.040   2.511   3.459      999.60      546.63     -708.91     1341.85
  -2.147  -1.044   2.517   3.469      991.51      542.59     -701.48     1330.25
  -2.155  -1.049   2.522   3.479      983.51      538.59     -694.14     1318.78
  -2.162  -1.053   2.527   3.488      975.59      534.63     -686.89     1307.45
  -2.170  -1.057   2.532   3.498      967.76      530.71     -679.74     1296.24
  -2.177  -1.061   2.538   3.508      960.01      526.83     -672.67     1285.16
  -2.185  -1.065   2.543   3.517      952.34      522.98     -665.69     1274.21
  -2.192  -1.069   2.548   3.527      944.75      519.18     -658.79     1263.37
  -2.200  -1.073   2.553   3.537      937.25      515.41     -651.98     1252.66
  -2.207  -1.077   2.558   3.546      929.82      511.68     -645.26     1242.07
